lower,upper,ave,x
0.5407272976039739,0.7888032205485261,0.6525932635618511,0.0
0.5407272976039739,0.7888032205485261,0.6525932635618511,0.050505050505050504
0.5407272976039739,0.7888032205485261,0.6525932635618511,0.10101010101010101
0.5407272976039739,0.7888032205485261,0.6525932635618511,0.15151515151515152
0.5407272976039739,0.7888032205485261,0.6525932635618511,0.20202020202020202
0.5407272976039739,0.7888032205485261,0.6525932635618511,0.25252525252525254
0.5407272976039739,0.7888032205485261,0.6525932635618511,0.30303030303030304
0.5407272976039739,0.7888032205485261,0.6525932635618511,0.35353535353535354
0.5407272976039739,0.7888032205485261,0.6525932635618511,0.40404040404040403
0.5407272976039739,0.7888032205485261,0.6525932635618511,0.45454545454545453
0.534299378774503,0.7828313248849282,0.6488121426510286,0.5050505050505051
0.4735667603877496,0.7511832253031936,0.6174356531964327,0.5555555555555556
0.4551731617857489,0.7330763488009333,0.5974025665216778,0.6060606060606061
0.43002439976012735,0.7104949943225234,0.5744580924154731,0.6565656565656566
0.41706260196257283,0.690691624260851,0.5571473417106422,0.7070707070707071
0.4094490347375682,0.679807425063401,0.545841940810746,0.7575757575757576
0.4020987722540601,0.6722027542749849,0.5369311725096756,0.8080808080808081
0.3889324735042623,0.6618192690222335,0.5235223746543222,0.8585858585858586
0.3796451039231359,0.6510459338043889,0.5109629459204791,0.9090909090909091
0.3555705247067513,0.634820168794759,0.49168129093111135,0.9595959595959596
0.34473173131761103,0.6258085176852719,0.48036733015671007,1.0101010101010102
0.33062625775286847,0.6029074204408611,0.4645835498537278,1.0606060606060606
0.32038226063732644,0.5807995409774442,0.45189213663729794,1.1111111111111112
0.31170973739244257,0.5719505173761815,0.4440501656568023,1.1616161616161615
0.30756000726604293,0.5631434287625525,0.4366978423568861,1.2121212121212122
0.2957338866204573,0.5579937184067918,0.4299333473779193,1.2626262626262625
0.2845929767103582,0.5525457972293495,0.42335102636999783,1.3131313131313131
0.2822861729047547,0.5505479533617075,0.42058680093943474,1.3636363636363635
0.2673642629691525,0.540460692421648,0.41150218000351313,1.4141414141414141
0.2608077881115889,0.5366822322758139,0.4058038306077598,1.4646464646464648
0.2479968498911838,0.5310178067793834,0.399048380449039,1.5151515151515151
0.15473635392879917,0.5126717195661279,0.376553109596398,1.5656565656565657
0.15041611817568196,0.5115569279205736,0.3739075755493485,1.6161616161616161
0.1012261184909795,0.5036549744592527,0.3597339319474837,1.6666666666666667
0.05087940881088357,0.4914537500032614,0.30678126508329195,1.7171717171717171
0.04875920663990612,0.4900342945923565,0.300062814539778,1.7676767676767677
0.02346603794602031,0.4292452468264537,0.11503606848349904,1.8181818181818181
0.02300907285553792,0.24930271407362475,0.06257586107472618,1.8686868686868687
0.022758139462194998,0.16409555796144334,0.05727425359810236,1.9191919191919191
0.022714662328270546,0.11382584303160424,0.05273558691024928,1.9696969696969697
0.02262555248514364,0.11252960627576396,0.05237410076161245,2.0202020202020203
0.022432191807840722,0.10681682386554825,0.05142834193796388,2.0707070707070705
0.022388377520862954,0.09971692511760588,0.049990184176806965,2.121212121212121
0.022317414794760355,0.09813544006051675,0.049549753047691866,2.1717171717171717
0.02219304331839251,0.0966141355539562,0.04922373369214383,2.2222222222222223
0.02213668340630835,0.09535365661081559,0.048862626799743646,2.272727272727273
0.022068526016732377,0.09507291820487121,0.04867587042253803,2.323232323232323
0.021877303395922552,0.0944496776939788,0.0484005990097183,2.3737373737373737
0.02101649286222944,0.09355371378310215,0.04787303356744696,2.4242424242424243
0.019932963850199135,0.08878443226020141,0.046606766102139825,2.474747474747475
0.019705530889679548,0.08828736517351787,0.04640079276573584,2.525252525252525
0.01958374940929491,0.08758167205843938,0.04625088855806854,2.5757575757575757
0.017887783969463538,0.08669955816863889,0.04545238000874002,2.6262626262626263
0.01733070686628562,0.08573326370724486,0.04512706417861934,2.676767676767677
0.016128249438213914,0.08432542492406397,0.04452165369022773,2.727272727272727
0.015860650830768586,0.08423995199493695,0.04434438079668003,2.7777777777777777
0.012807013742968842,0.08367937265849781,0.04362305590729857,2.8282828282828283
0.009675629833657311,0.08344155608335825,0.04300979311040174,2.878787878787879
0.00811734481408174,0.08290676661029132,0.042291486493911803,2.9292929292929295
0.005285622295016273,0.08237097913582121,0.041084527804960115,2.9797979797979797
0.004657674415483573,0.08212264724239055,0.0406075306026031,3.0303030303030303
0.00026078904584895466,0.08054745710314938,0.037830452887040546,3.080808080808081
0.0002524443391269407,0.07127127798190425,0.02581551981893147,3.1313131313131315
0.0002444938371388159,0.06750740598851537,0.021479600624031394,3.1818181818181817
0.0002369130956064356,0.060363821754163494,0.01582857976553663,3.2323232323232323
0.00022967953600093734,0.057063888309211816,0.014063675276688555,3.282828282828283
0.00022277227722772273,0.05342539677567361,0.011236414176247086,3.3333333333333335
0.00021617198476363565,0.052377890754351494,0.010253163551139817,3.3838383838383836
0.00020986073520846895,0.046605715207394066,0.007236424114624098,3.4343434343434343
0.00020382189447678227,0.045057204034075655,0.0065113968111975475,3.484848484848485
0.00019804000808244088,0.03892238022995464,0.004693001234112996,3.5353535353535355
0.00019250070216305498,0.03262649314170847,0.003363032884493181,3.585858585858586
0.00018719059405940594,0.027846745471152595,0.002560657493077441,3.6363636363636362
0.0001820972114100132,0.026984087159452375,0.0024188946848171136,3.686868686868687
0.0001772089188465961,0.019987303170190474,0.001680002232426862,3.7373737373737375
0.00017251485148514847,0.018022830824585032,0.001517462296481629,3.787878787878788
0.0001680048545020707,0.01800387462361028,0.0014859727422437948,3.8383838383838382
0.0001636694281673065,0.017164962793388812,0.0014156353774898128,3.888888888888889
